venue_id,utc_date,venue_type,floor_area_sqm,outside_temperature_c,observed_hours,electricity_kwh,data_source
Eagle_food_Jennifer,2016-03-04,food_service,3307.8,0.16,24,2768.756,BDG2 v1.0
Eagle_food_Jennifer,2016-03-05,food_service,3307.8,0.85,24,1172.841,BDG2 v1.0
Eagle_food_Jennifer,2016-03-06,food_service,3307.8,1.61,24,1131.624,BDG2 v1.0
Eagle_food_Jennifer,2016-03-07,food_service,3307.8,6.99,24,1178.838,BDG2 v1.0
Eagle_food_Jennifer,2016-03-08,food_service,3307.8,14.54,24,1182.498,BDG2 v1.0
Eagle_food_Jennifer,2016-03-09,food_service,3307.8,15.78,24,1157.434,BDG2 v1.0
Eagle_food_Jennifer,2016-03-10,food_service,3307.8,20.56,24,1237.724,BDG2 v1.0
Eagle_food_Jennifer,2016-03-11,food_service,3307.8,15.32,24,1312.469,BDG2 v1.0
Eagle_food_Jennifer,2016-03-12,food_service,3307.8,9.83,24,1222.260,BDG2 v1.0
Eagle_food_Jennifer,2016-03-13,food_service,3307.8,12.24,24,1934.546,BDG2 v1.0
Eagle_food_Jennifer,2016-03-14,food_service,3307.8,7.18,24,3123.881,BDG2 v1.0
Eagle_food_Jennifer,2016-03-15,food_service,3307.8,8.91,24,2975.639,BDG2 v1.0
Eagle_food_Jennifer,2016-03-16,food_service,3307.8,12.13,24,2793.610,BDG2 v1.0
Eagle_food_Jennifer,2016-03-17,food_service,3307.8,11.35,24,2857.124,BDG2 v1.0
Eagle_food_Jennifer,2016-03-18,food_service,3307.8,11.12,24,3057.534,BDG2 v1.0
Eagle_food_Jennifer,2016-03-19,food_service,3307.8,4.86,24,2816.482,BDG2 v1.0
Eagle_food_Jennifer,2016-03-20,food_service,3307.8,2.75,24,2706.490,BDG2 v1.0
Eagle_food_Jennifer,2016-03-21,food_service,3307.8,4.19,24,2912.809,BDG2 v1.0
Eagle_food_Jennifer,2016-03-22,food_service,3307.8,6.80,24,2799.128,BDG2 v1.0
Eagle_food_Jennifer,2016-03-23,food_service,3307.8,14.15,24,3317.298,BDG2 v1.0
Eagle_food_Jennifer,2016-03-24,food_service,3307.8,9.60,24,3060.223,BDG2 v1.0
Eagle_food_Jennifer,2016-03-25,food_service,3307.8,16.02,24,3135.485,BDG2 v1.0
Eagle_food_Jennifer,2016-03-26,food_service,3307.8,7.15,24,2873.963,BDG2 v1.0
Eagle_food_Jennifer,2016-03-27,food_service,3307.8,7.99,24,2855.359,BDG2 v1.0
Eagle_food_Jennifer,2016-03-28,food_service,3307.8,10.36,24,2993.184,BDG2 v1.0
Eagle_food_Jennifer,2016-03-29,food_service,3307.8,9.49,24,2992.574,BDG2 v1.0
Eagle_food_Jennifer,2016-03-30,food_service,3307.8,7.25,24,3011.468,BDG2 v1.0
Eagle_food_Jennifer,2016-03-31,food_service,3307.8,15.07,24,3146.809,BDG2 v1.0
Eagle_food_Jennifer,2016-04-01,food_service,3307.8,20.52,24,3099.140,BDG2 v1.0
Eagle_food_Jennifer,2016-04-02,food_service,3307.8,12.52,24,2818.401,BDG2 v1.0
Eagle_food_Jennifer,2016-04-03,food_service,3307.8,4.38,24,2894.998,BDG2 v1.0
Eagle_food_Jennifer,2016-04-04,food_service,3307.8,6.18,24,3414.816,BDG2 v1.0
Eagle_food_Jennifer,2016-04-05,food_service,3307.8,1.16,24,3099.820,BDG2 v1.0
Eagle_food_Jennifer,2016-04-06,food_service,3307.8,3.93,24,3053.036,BDG2 v1.0
Eagle_food_Jennifer,2016-04-07,food_service,3307.8,12.00,24,3023.228,BDG2 v1.0
Eagle_food_Jennifer,2016-04-08,food_service,3307.8,7.06,24,2983.912,BDG2 v1.0
Eagle_food_Jennifer,2016-04-09,food_service,3307.8,2.25,24,2709.351,BDG2 v1.0
Eagle_food_Jennifer,2016-04-10,food_service,3307.8,3.55,24,2894.493,BDG2 v1.0
Eagle_food_Jennifer,2016-04-11,food_service,3307.8,11.55,24,2908.546,BDG2 v1.0
Eagle_food_Jennifer,2016-04-12,food_service,3307.8,12.65,24,2976.908,BDG2 v1.0
Eagle_food_Jennifer,2016-04-13,food_service,3307.8,7.96,24,3060.428,BDG2 v1.0
Eagle_food_Jennifer,2016-04-14,food_service,3307.8,9.32,24,2992.836,BDG2 v1.0
Eagle_food_Jennifer,2016-04-15,food_service,3307.8,10.10,24,3027.587,BDG2 v1.0
Eagle_food_Jennifer,2016-04-16,food_service,3307.8,11.30,24,2562.858,BDG2 v1.0
Eagle_food_Jennifer,2016-04-17,food_service,3307.8,12.97,24,2851.987,BDG2 v1.0
Eagle_food_Jennifer,2016-04-18,food_service,3307.8,17.53,24,3115.618,BDG2 v1.0
Eagle_food_Jennifer,2016-04-19,food_service,3307.8,17.50,24,2957.029,BDG2 v1.0
Eagle_food_Jennifer,2016-04-20,food_service,3307.8,13.71,24,3084.474,BDG2 v1.0
Eagle_food_Jennifer,2016-04-21,food_service,3307.8,14.79,24,3152.381,BDG2 v1.0
Eagle_food_Jennifer,2016-04-22,food_service,3307.8,19.83,24,2920.606,BDG2 v1.0
Eagle_food_Jennifer,2016-04-23,food_service,3307.8,16.95,24,2761.968,BDG2 v1.0
Eagle_food_Jennifer,2016-04-24,food_service,3307.8,12.89,24,2837.995,BDG2 v1.0
Eagle_food_Jennifer,2016-04-25,food_service,3307.8,15.54,24,3047.439,BDG2 v1.0
Eagle_food_Jennifer,2016-04-26,food_service,3307.8,17.43,24,3261.331,BDG2 v1.0
Eagle_food_Jennifer,2016-04-27,food_service,3307.8,10.35,24,3000.844,BDG2 v1.0
Eagle_food_Jennifer,2016-04-28,food_service,3307.8,8.64,23,3076.389,BDG2 v1.0
Eagle_food_Jennifer,2016-04-29,food_service,3307.8,8.65,24,3032.901,BDG2 v1.0
Eagle_food_Jennifer,2016-04-30,food_service,3307.8,10.90,24,2780.524,BDG2 v1.0
Eagle_food_Jennifer,2016-05-01,food_service,3307.8,9.01,24,2864.549,BDG2 v1.0
Eagle_food_Jennifer,2016-05-02,food_service,3307.8,11.00,24,3045.895,BDG2 v1.0
Eagle_food_Jennifer,2016-05-03,food_service,3307.8,12.52,24,3209.907,BDG2 v1.0
Eagle_food_Jennifer,2016-05-04,food_service,3307.8,10.02,24,3213.755,BDG2 v1.0
Eagle_food_Jennifer,2016-05-05,food_service,3307.8,10.94,24,499.450,BDG2 v1.0
Eagle_food_Jennifer,2016-05-06,food_service,3307.8,10.12,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-07,food_service,3307.8,11.53,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-08,food_service,3307.8,14.25,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-09,food_service,3307.8,15.03,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-10,food_service,3307.8,12.22,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-11,food_service,3307.8,15.26,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-12,food_service,3307.8,18.82,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-13,food_service,3307.8,16.76,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-14,food_service,3307.8,16.80,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-15,food_service,3307.8,10.46,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-16,food_service,3307.8,11.55,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-17,food_service,3307.8,13.22,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-18,food_service,3307.8,13.83,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-19,food_service,3307.8,16.54,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-20,food_service,3307.8,17.31,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-21,food_service,3307.8,13.80,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-22,food_service,3307.8,14.54,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-23,food_service,3307.8,16.44,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-24,food_service,3307.8,18.82,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-25,food_service,3307.8,22.45,24,0.000,BDG2 v1.0
Eagle_food_Jennifer,2016-05-26,food_service,3307.8,24.81,24,1753.508,BDG2 v1.0
Eagle_food_Jennifer,2016-05-27,food_service,3307.8,25.70,24,4522.653,BDG2 v1.0
Eagle_food_Jennifer,2016-05-28,food_service,3307.8,26.07,24,4696.760,BDG2 v1.0
Eagle_food_Jennifer,2016-05-29,food_service,3307.8,24.78,24,4403.581,BDG2 v1.0
Eagle_food_Jennifer,2016-05-30,food_service,3307.8,22.55,24,4318.446,BDG2 v1.0
Eagle_food_Jennifer,2016-05-31,food_service,3307.8,25.14,24,4578.131,BDG2 v1.0
Eagle_food_Jennifer,2016-06-01,food_service,3307.8,23.70,24,4541.126,BDG2 v1.0
Eagle_food_Jennifer,2016-06-02,food_service,3307.8,20.06,24,4675.518,BDG2 v1.0
Eagle_food_Jennifer,2016-06-03,food_service,3307.8,19.40,24,4499.744,BDG2 v1.0
Eagle_food_Jennifer,2016-06-04,food_service,3307.8,23.15,24,4624.860,BDG2 v1.0
Eagle_food_Jennifer,2016-06-05,food_service,3307.8,21.71,24,4507.528,BDG2 v1.0
Eagle_food_Jennifer,2016-06-06,food_service,3307.8,23.68,24,2658.194,BDG2 v1.0
Eagle_food_Jennifer,2016-06-07,food_service,3307.8,23.25,24,899.477,BDG2 v1.0
Eagle_food_Jennifer,2016-06-08,food_service,3307.8,16.25,24,874.568,BDG2 v1.0
Eagle_food_Jennifer,2016-06-09,food_service,3307.8,16.96,24,963.676,BDG2 v1.0
Eagle_food_Jennifer,2016-06-10,food_service,3307.8,18.68,24,869.048,BDG2 v1.0
Eagle_food_Jennifer,2016-06-11,food_service,3307.8,22.84,24,891.438,BDG2 v1.0
Eagle_food_Jennifer,2016-06-12,food_service,3307.8,26.86,24,906.197,BDG2 v1.0
Eagle_food_Jennifer,2016-06-13,food_service,3307.8,19.10,24,848.266,BDG2 v1.0
Eagle_food_Jennifer,2016-06-14,food_service,3307.8,20.63,24,876.730,BDG2 v1.0
Eagle_food_Jennifer,2016-06-15,food_service,3307.8,21.64,24,936.315,BDG2 v1.0
Eagle_food_Jennifer,2016-06-16,food_service,3307.8,20.25,24,996.609,BDG2 v1.0
Eagle_food_Jennifer,2016-06-17,food_service,3307.8,21.58,24,899.996,BDG2 v1.0
Eagle_food_Jennifer,2016-06-18,food_service,3307.8,21.81,24,867.011,BDG2 v1.0
Eagle_food_Jennifer,2016-06-19,food_service,3307.8,24.68,24,858.900,BDG2 v1.0
Eagle_food_Jennifer,2016-06-20,food_service,3307.8,25.39,24,881.574,BDG2 v1.0
Eagle_food_Jennifer,2016-06-21,food_service,3307.8,26.38,24,946.901,BDG2 v1.0
Eagle_food_Jennifer,2016-06-22,food_service,3307.8,23.79,24,928.834,BDG2 v1.0
Eagle_food_Jennifer,2016-06-23,food_service,3307.8,24.18,24,939.985,BDG2 v1.0
Eagle_food_Jennifer,2016-06-24,food_service,3307.8,23.27,24,980.887,BDG2 v1.0
Eagle_food_Jennifer,2016-06-25,food_service,3307.8,23.38,24,902.530,BDG2 v1.0
Eagle_food_Jennifer,2016-06-26,food_service,3307.8,23.54,24,936.103,BDG2 v1.0
Eagle_food_Jennifer,2016-06-27,food_service,3307.8,23.21,23,890.773,BDG2 v1.0
Eagle_food_Jennifer,2016-06-28,food_service,3307.8,23.39,24,860.998,BDG2 v1.0
Eagle_food_Jennifer,2016-06-29,food_service,3307.8,23.17,24,75.172,BDG2 v1.0
Eagle_food_Jennifer,2016-06-30,food_service,3307.8,23.61,24,938.905,BDG2 v1.0
Eagle_food_Jennifer,2016-07-01,food_service,3307.8,23.13,24,431.995,BDG2 v1.0
Eagle_food_Jennifer,2016-07-02,food_service,3307.8,22.23,24,38.788,BDG2 v1.0
Eagle_food_Jennifer,2016-07-03,food_service,3307.8,21.88,24,904.831,BDG2 v1.0
Eagle_food_Jennifer,2016-07-04,food_service,3307.8,21.93,24,890.976,BDG2 v1.0
Eagle_food_Jennifer,2016-07-05,food_service,3307.8,25.58,23,944.900,BDG2 v1.0
Eagle_food_Jennifer,2016-07-06,food_service,3307.8,28.30,24,925.009,BDG2 v1.0
Eagle_food_Jennifer,2016-07-07,food_service,3307.8,28.21,22,1101.541,BDG2 v1.0
Eagle_food_Jennifer,2016-07-08,food_service,3307.8,26.36,24,998.100,BDG2 v1.0
Eagle_food_Jennifer,2016-07-09,food_service,3307.8,21.75,23,984.355,BDG2 v1.0
Eagle_food_Jennifer,2016-07-10,food_service,3307.8,23.07,24,987.828,BDG2 v1.0
Eagle_food_Jennifer,2016-07-11,food_service,3307.8,22.50,24,999.066,BDG2 v1.0
Eagle_food_Jennifer,2016-07-12,food_service,3307.8,24.00,24,1002.904,BDG2 v1.0
Eagle_food_Jennifer,2016-07-13,food_service,3307.8,22.85,24,1107.191,BDG2 v1.0
Eagle_food_Jennifer,2016-07-14,food_service,3307.8,27.68,24,947.244,BDG2 v1.0
Eagle_food_Jennifer,2016-07-15,food_service,3307.8,28.31,24,1102.608,BDG2 v1.0
Eagle_food_Jennifer,2016-07-16,food_service,3307.8,26.04,24,998.904,BDG2 v1.0
Eagle_food_Jennifer,2016-07-17,food_service,3307.8,26.79,24,981.012,BDG2 v1.0
Eagle_food_Jennifer,2016-07-18,food_service,3307.8,26.57,24,1076.073,BDG2 v1.0
Eagle_food_Jennifer,2016-07-19,food_service,3307.8,25.31,21,1027.585,BDG2 v1.0
Eagle_food_Jennifer,2016-07-20,food_service,3307.8,24.00,24,975.537,BDG2 v1.0
Eagle_food_Jennifer,2016-07-21,food_service,3307.8,25.20,24,1154.477,BDG2 v1.0
Eagle_food_Jennifer,2016-07-22,food_service,3307.8,27.57,24,1217.988,BDG2 v1.0
Eagle_food_Jennifer,2016-07-23,food_service,3307.8,29.38,24,1017.667,BDG2 v1.0
Eagle_food_Jennifer,2016-07-24,food_service,3307.8,27.79,24,1022.764,BDG2 v1.0
Eagle_food_Jennifer,2016-07-25,food_service,3307.8,26.52,23,923.258,BDG2 v1.0
Eagle_food_Jennifer,2016-07-27,food_service,3307.8,27.59,24,310.212,BDG2 v1.0
Eagle_food_Jennifer,2016-07-28,food_service,3307.8,25.84,24,1324.101,BDG2 v1.0
Eagle_food_Jennifer,2016-07-29,food_service,3307.8,25.46,24,1070.861,BDG2 v1.0
Eagle_food_Jennifer,2016-07-30,food_service,3307.8,24.14,24,1091.752,BDG2 v1.0
Eagle_food_Jennifer,2016-07-31,food_service,3307.8,25.10,24,924.056,BDG2 v1.0
Eagle_food_Jennifer,2016-08-02,food_service,3307.8,22.72,23,878.756,BDG2 v1.0
Eagle_food_Jennifer,2016-08-03,food_service,3307.8,22.00,24,1069.727,BDG2 v1.0
Eagle_food_Jennifer,2016-08-04,food_service,3307.8,22.20,24,963.353,BDG2 v1.0
Eagle_food_Jennifer,2016-08-05,food_service,3307.8,23.44,24,982.579,BDG2 v1.0
Eagle_food_Jennifer,2016-08-06,food_service,3307.8,25.69,23,941.405,BDG2 v1.0
Eagle_food_Jennifer,2016-08-07,food_service,3307.8,24.95,24,914.393,BDG2 v1.0
Eagle_food_Jennifer,2016-08-08,food_service,3307.8,23.67,24,1125.582,BDG2 v1.0
Eagle_food_Jennifer,2016-08-09,food_service,3307.8,23.90,24,1260.863,BDG2 v1.0
Eagle_food_Jennifer,2016-08-10,food_service,3307.8,27.52,24,1281.879,BDG2 v1.0
Eagle_food_Jennifer,2016-08-11,food_service,3307.8,28.53,23,1531.736,BDG2 v1.0
Eagle_food_Jennifer,2016-08-12,food_service,3307.8,28.18,24,1372.839,BDG2 v1.0
Eagle_food_Jennifer,2016-08-13,food_service,3307.8,30.26,24,1480.875,BDG2 v1.0
Eagle_food_Jennifer,2016-08-14,food_service,3307.8,29.97,24,1569.060,BDG2 v1.0
Eagle_food_Jennifer,2016-08-15,food_service,3307.8,27.57,24,1795.691,BDG2 v1.0
Eagle_food_Jennifer,2016-08-16,food_service,3307.8,28.29,24,1597.021,BDG2 v1.0
Eagle_food_Jennifer,2016-08-17,food_service,3307.8,27.21,24,1588.496,BDG2 v1.0
Eagle_food_Jennifer,2016-08-18,food_service,3307.8,25.32,24,1518.516,BDG2 v1.0
Eagle_food_Jennifer,2016-08-19,food_service,3307.8,26.55,24,2649.622,BDG2 v1.0
Eagle_food_Jennifer,2016-08-20,food_service,3307.8,25.87,24,2957.315,BDG2 v1.0
Eagle_food_Jennifer,2016-08-21,food_service,3307.8,24.81,24,3184.860,BDG2 v1.0
Eagle_food_Jennifer,2016-08-22,food_service,3307.8,22.42,24,3243.707,BDG2 v1.0
Eagle_food_Jennifer,2016-08-23,food_service,3307.8,20.65,24,3297.191,BDG2 v1.0
Eagle_food_Jennifer,2016-08-24,food_service,3307.8,22.82,23,2770.584,BDG2 v1.0
Eagle_food_Jennifer,2016-08-26,food_service,3307.8,27.68,24,3619.271,BDG2 v1.0
Eagle_food_Jennifer,2016-08-27,food_service,3307.8,25.68,24,3334.920,BDG2 v1.0
Eagle_food_Jennifer,2016-08-28,food_service,3307.8,24.72,23,2825.230,BDG2 v1.0
Eagle_food_Jennifer,2016-08-29,food_service,3307.8,26.50,24,3393.925,BDG2 v1.0
Eagle_food_Jennifer,2016-08-30,food_service,3307.8,24.48,24,3322.144,BDG2 v1.0
Eagle_food_Jennifer,2016-08-31,food_service,3307.8,26.27,24,3231.326,BDG2 v1.0
Eagle_food_Jennifer,2016-09-01,food_service,3307.8,23.01,24,3384.568,BDG2 v1.0
Eagle_food_Jennifer,2016-09-02,food_service,3307.8,21.44,24,3256.636,BDG2 v1.0
Eagle_food_Jennifer,2016-09-03,food_service,3307.8,20.46,24,3159.755,BDG2 v1.0
Eagle_food_Jennifer,2016-09-04,food_service,3307.8,20.45,24,3098.148,BDG2 v1.0
Eagle_food_Jennifer,2016-09-05,food_service,3307.8,21.74,24,3075.682,BDG2 v1.0
Eagle_food_Jennifer,2016-09-06,food_service,3307.8,24.95,24,3381.675,BDG2 v1.0
Eagle_food_Jennifer,2016-09-07,food_service,3307.8,25.72,24,3191.412,BDG2 v1.0
Eagle_food_Jennifer,2016-09-08,food_service,3307.8,27.13,24,3549.948,BDG2 v1.0
Eagle_food_Jennifer,2016-09-09,food_service,3307.8,29.54,24,3398.134,BDG2 v1.0
Eagle_food_Jennifer,2016-09-10,food_service,3307.8,28.39,24,3185.791,BDG2 v1.0
Eagle_food_Jennifer,2016-09-11,food_service,3307.8,25.96,24,2995.607,BDG2 v1.0
Eagle_food_Jennifer,2016-09-12,food_service,3307.8,19.95,24,3372.724,BDG2 v1.0
Eagle_food_Jennifer,2016-09-13,food_service,3307.8,21.22,24,3274.288,BDG2 v1.0
Eagle_food_Jennifer,2016-09-14,food_service,3307.8,24.56,24,3300.446,BDG2 v1.0
Eagle_food_Jennifer,2016-09-15,food_service,3307.8,20.11,23,3377.367,BDG2 v1.0
Eagle_food_Jennifer,2016-09-16,food_service,3307.8,17.45,24,3218.132,BDG2 v1.0
Eagle_food_Jennifer,2016-09-17,food_service,3307.8,19.70,24,2927.524,BDG2 v1.0
Eagle_food_Jennifer,2016-09-18,food_service,3307.8,23.85,24,2774.832,BDG2 v1.0
Eagle_food_Jennifer,2016-09-19,food_service,3307.8,21.82,24,3438.532,BDG2 v1.0
Eagle_food_Jennifer,2016-09-20,food_service,3307.8,22.87,23,3250.276,BDG2 v1.0
Eagle_food_Jennifer,2016-09-21,food_service,3307.8,22.82,24,3171.055,BDG2 v1.0
Eagle_food_Jennifer,2016-09-22,food_service,3307.8,21.67,24,3085.360,BDG2 v1.0
Eagle_food_Jennifer,2016-09-23,food_service,3307.8,21.90,24,3327.513,BDG2 v1.0
Eagle_food_Jennifer,2016-09-24,food_service,3307.8,18.15,24,3054.933,BDG2 v1.0
Eagle_food_Jennifer,2016-09-25,food_service,3307.8,15.28,24,2970.352,BDG2 v1.0
Eagle_food_Jennifer,2016-09-26,food_service,3307.8,15.90,24,3193.928,BDG2 v1.0
Eagle_food_Jennifer,2016-09-27,food_service,3307.8,19.34,24,2935.233,BDG2 v1.0
Eagle_food_Jennifer,2016-09-28,food_service,3307.8,16.19,24,3053.530,BDG2 v1.0
Eagle_food_Jennifer,2016-09-29,food_service,3307.8,15.25,24,3255.873,BDG2 v1.0
Eagle_food_Jennifer,2016-09-30,food_service,3307.8,14.20,24,2287.141,BDG2 v1.0
Eagle_food_Jennifer,2016-10-01,food_service,3307.8,14.79,24,1225.119,BDG2 v1.0
Eagle_food_Jennifer,2016-10-02,food_service,3307.8,15.54,24,1199.797,BDG2 v1.0
Eagle_food_Jennifer,2016-10-03,food_service,3307.8,18.05,24,1284.809,BDG2 v1.0
Eagle_food_Jennifer,2016-10-04,food_service,3307.8,16.17,24,2335.947,BDG2 v1.0
Eagle_food_Jennifer,2016-10-05,food_service,3307.8,15.14,24,3000.870,BDG2 v1.0
Eagle_food_Jennifer,2016-10-06,food_service,3307.8,15.40,24,3117.981,BDG2 v1.0
Eagle_food_Jennifer,2016-10-07,food_service,3307.8,15.77,24,3276.213,BDG2 v1.0
